14.2609,13.3277
19.321,15.2208
19.0155,14.0508
5.96104,2.1073
15.6365,12.883
0.96372,7.20101
19.136,10.008
8.65458,9.15399
4.17765,7.37414
7.39627,1.0471
15.3514,8.33009
16.4436,17.007
4.23988,13.1471
9.44564,17.6031
4.31481,13.5563
12.155,5.90603
2.73202,13.0328
14.7719,6.31255
12.8967,7.90262
14.2641,3.98431
17.8043,5.74819
7.35572,1.16184
2.23024,10.3172
5.35185,16.7096
0.293868,7.58188
6.74691,0.386553
2.48737,8.27285
9.85729,8.08579
10.6188,11.9026
0.198476,9.2819
19.27,10.3806
13.5508,6.23728
15.4798,15.4584
10.4259,19.5203
2.511,0.338953
15.4032,16.1431
2.40414,5.31166
0.351047,5.86617
15.4628,10.3592
6.96191,7.43479
0.0270725,5.99601
12.9292,19.4839
16.9412,0.471899
17.9712,15.664
15.6075,9.15992
7.96011,6.05831
1.3139,4.56471
4.93207,9.68154
14.9489,9.4762
1.15689,19.1558
18.8545,15.7038
19.8266,10.8896
19.2554,1.5121
7.31361,4.50763
3.91666,2.81606
12.4483,15.6264
11.566,2.93925
16.2225,12.7191
7.76331,13.4826
5.1981,6.90384
18.3497,5.81009
9.39977,17.8028
14.1544,1.24406
2.94606,0.156832
12.6184,8.95347
2.6855,19.1587
10.5932,4.83787
10.0121,13.5924
1.52478,5.49408
16.1393,9.1933
10.9315,8.65632
0.877999,3.315
8.91083,4.18371
0.999581,16.873
19.6239,15.8629
17.0757,4.83954
19.2125,3.93851
19.0286,19.8964
14.2345,19.6229
11.3908,5.19084
8.73992,11.8712
1.46163,12.4469
19.6236,3.80215
15.8519,18.158
18.874,19.2027
10.4292,19.5462
15.1462,3.23343
9.538,14.3666
4.94681,12.8123
13.332,3.25399
11.3017,15.4325
9.97791,0.242062
0.180769,7.14059
18.5239,4.57354
12.6873,4.44152
6.4334,16.9608
14.5772,1.90799
8.57404,0.583395
9.6178,13.2487
2.37005,5.7777
7.95673,18.3906
19.8651,0.898226
15.2202,7.43448
7.84916,15.0853
18.3685,19.0186
11.5425,7.14242
15.751,5.02003
11.2815,7.17157
13.1326,4.80798
3.83186,18.3648
2.03607,10.1192
4.41706,0.778599
0.720376,3.50444
17.3354,5.64957
19.0092,11.6324
8.73228,11.6018
10.334,15.1755
5.64992,7.06101
17.8819,18.9291
17.8512,8.38896
15.6073,9.52671
9.9508,4.0936
11.8226,3.72272
6.63129,17.1006
4.14152,1.42317
1.38015,18.8157
10.1384,8.18824
16.2176,16.7165
6.64382,13.8724
15.4225,13.093
3.0319,17.5177
10.7819,5.64945
8.50456,0.751422
2.55734,15.3109
0.000232695,8.33132
10.4502,1.09269
19.4616,4.52251
6.08397,6.07885
4.60833,0.0294764
14.5869,19.3369
4.48587,13.2609
14.8379,16.9685
8.45258,6.05862
6.5059,14.2524
16.3356,3.63228
7.41882,18.0388
16.1339,19.6972
15.085,7.8639
11.8128,13.2203
1.56912,10.8899
14.1864,3.34643
15.6126,11.6755
19.0444,0.848446
5.30652,12.0311
5.9312,14.2885
15.1801,2.05032
10.2771,10.1778
7.38562,18.6585
16.5501,13.9442
14.2865,9.23432
18.4199,13.8919
14.5796,17.2338
5.48143,16.1414
3.90481,6.90684
6.71221,19.5705
17.1307,14.0234
14.5411,11.2415
18.9418,9.92518
7.61035,3.26071
15.7241,14.6889
7.6871,0.503868
16.7799,0.22836
14.074,19.4051
8.75323,4.69947
14.0974,16.3426
10.9286,19.3407
1.03337,10.0959
14.3691,17.2528
3.58511,16.0001
11.0541,7.93107
2.6343,17.3059
3.14546,6.19576
5.80091,17.4283
13.4541,15.9336
5.00936,12.4975
11.4349,16.6566
18.1217,0.243135
13.4804,1.03672
10.9772,5.75265
6.13553,7.05917
12.4258,6.681
14.654,8.09055
1.36706,15.6752
5.71517,8.65534
13.7089,6.64912
1.13171,7.47842
18.889,12.8347
13.4296,12.6456
3.97984,8.36668
15.0188,2.02746
5.55706,5.52638
8.64038,19.6074
1.35005,10.374
3.58729,19.4135
2.26607,8.07202
14.7577,14.0911
8.45457,6.93048
7.95225,5.28553
4.10666,9.66079
5.37068,5.74923
13.1351,19.3707
12.0727,1.53959
1.51167,19.0285
5.94582,1.84134
11.9809,12.473
12.9701,5.34804
0.302214,19.3003
5.01786,13.5205
14.1326,12.2001
6.25815,5.42193
11.9534,17.3219
18.9347,2.11812
3.09657,18.8947
14.7307,17.6599
4.05265,11.7517
14.0228,13.6022
8.16303,0.307898
11.6585,5.06203
9.00508,19.1516
7.98071,16.796
3.77081,13.4492
19.5401,2.03786
0.166399,8.67166
1.85251,14.9677
18.291,8.68042
5.17423,8.68807
14.469,0.181083
11.7891,12.2658
12.7538,4.84044
14.2811,1.82783
3.98541,17.5494
14.7745,0.274911
4.96753,4.28813
5.41613,4.9512
1.25053,9.17881
14.6547,12.1346
13.4574,1.62298
19.0298,16.7698
16.1018,16.4597
18.6542,10.8851
4.00564,12.3357
14.8576,14.7583
10.429,1.36917
7.42226,18.4153
11.689,10.7666
5.37707,7.36898
17.9069,13.3293
15.7477,9.08691
12.6049,4.96767
14.1092,8.55203
8.85091,12.9864
18.7256,1.28013
16.4949,5.84766
8.87839,0.438267
6.02092,10.0526
1.12352,9.82191
18.5422,2.10786
15.2888,8.19342
13.1035,5.20473
3.18985,3.20925
1.40984,3.71293
13.2844,17.6338
16.2825,13.7027
2.20864,5.78375
6.19614,4.99914
10.3001,10.7111
7.13772,7.07578
16.5711,15.7859
6.15592,18.2758
19.0563,6.53485
7.0885,10.1127
18.8224,17.5264
2.05136,7.85461
11.0674,10.0626
3.87726,17.1763
13.5388,16.7582
17.1753,14.9671
8.78421,12.2109
3.20731,13.4729
3.58507,13.879
4.59196,2.35103
3.30569,0.0398427
14.3748,14.648
10.2987,3.22726
1.67109,0.382579
3.31496,17.8171
4.83074,7.08543
2.10691,4.44723
10.3845,12.1551
4.90705,1.15464
7.82066,4.68407
4.39108,19.1973
12.326,11.1376
8.3155,8.57889
10.8181,13.9286
14.0429,3.43388
10.0023,8.23916
17.4105,12.6284
10.6501,2.30789
12.1128,2.34408
6.74413,2.85684
13.8415,4.12504
7.83719,17.9135
4.08633,10.1561
8.38543,0.362481
15.8552,1.38092
9.4851,11.2136
12.5685,13.7726
5.06545,0.199576
14.4689,10.7131
16.7224,16.4278
16.8665,9.70189
6.67257,15.8312
9.02588,3.66884
17.0995,17.6512
9.3262,1.51399
7.75652,16.0708
18.0355,4.06945
1.33947,17.547
7.7881,10.8352
19.3613,1.33129
12.9664,1.48211
7.50938,16.0763
8.66944,19.9436
11.1812,6.42324
4.40223,7.01041
7.45067,1.37427
7.39148,9.28477
14.4548,13.1346
14.1753,0.167274
4.35335,13.2337
9.67979,0.10627
16.0899,15.4562
10.9684,1.32927
15.3303,11.6743
15.6392,15.0349
16.06,10.3602
2.80649,13.4231
12.4095,14.8451
3.39762,3.8995
17.8082,14.9996
18.1646,15.1743
11.9431,13.0827
17.7826,11.5761
12.6478,3.12953
9.47842,14.3279
5.41885,4.04508
6.27654,4.83001
4.29825,8.49702
18.1568,10.1412
3.75841,1.53943
13.9231,7.65598
16.4366,13.1902
15.9248,5.43892
13.8472,5.28124
18.7814,12.7275
6.49024,5.39024
3.81853,13.8928
4.37431,11.9061
5.2927,13.2394
16.2988,15.5605
15.217,3.75445
1.7677,13.979
7.36694,8.64692
0.622982,5.19153
0.673528,17.5837
4.86793,11.1467
0.779586,13.3369
6.46055,17.9584
17.7624,6.50581
18.0192,19.9232
16.5083,16.8974
4.98017,11.534
1.34512,1.89836
19.9779,6.53278
14.9637,16.1333
17.1605,19.9526
4.82993,0.807017
8.22383,2.60161
0.448518,7.20854
15.6748,11.3236
6.25556,13.0868
4.64036,0.287629
15.2871,12.4749
15.2461,0.77876
16.7424,12.3905
11.2679,12.4923
17.2887,11.7387
11.619,19.8136
15.1346,8.84588
